route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
1,2,402,getxo,0,lasarenas-portu,1
1,4,403,getxo,0,lasarenas-portu,1
1,4,404,portugalete,1,portu-lasarenas,1
1,3,405,getxo,0,lasarenas-portu,1
1,3,406,portugalete,1,portu-lasarenas,1
1,5,407,getxo,0,lasarenas-portu,1
1,5,408,portugalete,1,portu-lasarenas,1
1,2,524,portugalete,1,portu-lasarenas,1
